time_period,loc_from,loc_to,mode,distance_km,shipping_cost_usd_per_kg,notes
3,US,MY,ocean,13800,0.0525,Claude+GPT reconciled (High confidence). Ocean route US→MY
4,AU,BR,ocean,15600,0.068,Claude+GPT reconciled (Medium confidence). Ocean route AU→BR
4,AU,CA,ocean,12000,0.0557,Claude+GPT reconciled (High confidence). Ocean route AU→CA
4,AU,CN,ocean,6400,0.0343,Claude+GPT reconciled (High confidence). Ocean route AU→CN
4,AU,EE,ocean,16500,0.0653,Claude+GPT reconciled (Medium confidence). Ocean route AU→EE
4,AU,JP,ocean,7900,0.0403,Claude+GPT reconciled (Medium confidence). Ocean route AU→JP
4,AU,MM,ocean,5436,0.0413,Claude+GPT reconciled (Medium confidence). Ocean route AU→MM
4,AU,MY,ocean,4100,0.028,Claude+GPT reconciled (High confidence). Ocean route AU→MY
4,AU,US,ocean,12450,0.0528,Claude+GPT reconciled (High confidence). Ocean route AU→US
4,BR,AU,ocean,13400,0.061,Claude+GPT reconciled (Medium confidence). Ocean route BR→AU
4,BR,CA,ocean,11400,0.0503,Claude+GPT reconciled (High confidence). Ocean route BR→CA
4,BR,CN,ocean,19500,0.0598,Claude+GPT reconciled (High confidence). Ocean route BR→CN
4,BR,EE,ocean,11050,0.0535,Claude+GPT reconciled (High confidence). Ocean route BR→EE
4,BR,JP,ocean,18350,0.07,Claude+GPT reconciled (High confidence). Ocean route BR→JP
4,BR,MM,ocean,17900,0.071,Claude+GPT reconciled (Medium confidence). Ocean route BR→MM
4,BR,MY,ocean,17650,0.0691,Claude+GPT reconciled (Medium confidence). Ocean route BR→MY
4,BR,US,ocean,9300,0.04,Claude+GPT reconciled (High confidence). Ocean route BR→US
4,CA,AU,ocean,12500,0.0594,Claude+GPT reconciled (Medium confidence). Ocean route CA→AU
4,CA,BR,ocean,12150,0.0499,Claude+GPT reconciled (High confidence). Ocean route CA→BR
4,CA,CN,ocean,9200,0.0424,Claude+GPT reconciled (High confidence). Ocean route CA→CN
4,CA,EE,land/rail,10000,0.0725,Claude+GPT reconciled (Medium confidence). Land/Rail route CA→EE
4,CA,JP,ocean,7700,0.0347,Claude+GPT reconciled (High confidence). Ocean route CA→JP
4,CA,MM,ocean,13500,0.0605,Claude+GPT reconciled (Medium confidence). Ocean route CA→MM
4,CA,MY,ocean,11900,0.049,Claude+GPT reconciled (High confidence). Ocean route CA→MY
4,CA,US,coastal sea/land,1925,0.0215,Claude+GPT reconciled (High confidence). Coastal Sea/Land route CA→US
4,CN,AU,ocean,9000,0.0418,Claude+GPT reconciled (High confidence). Ocean route CN→AU
4,CN,BR,ocean,19500,0.0655,Claude+GPT reconciled (High confidence). Ocean route CN→BR
4,CN,CA,ocean,9300,0.0404,Claude+GPT reconciled (High confidence). Ocean route CN→CA
4,CN,EE,ocean,19750,0.0613,Claude+GPT reconciled (High confidence). Ocean route CN→EE
4,CN,JP,ocean,1900,0.0215,Claude+GPT reconciled (High confidence). Ocean route CN→JP
4,CN,MM,land/rail,2150,0.0423,Claude+GPT reconciled (Medium confidence). Land/Rail route CN→MM
4,CN,MY,ocean,3050,0.024,Claude+GPT reconciled (High confidence). Ocean route CN→MY
4,CN,US,ocean,11200,0.0454,Claude+GPT reconciled (Medium confidence). Ocean route CN→US
4,EE,AU,ocean,16500,0.0688,Claude+GPT reconciled (Medium confidence). Ocean route EE→AU
4,EE,BR,ocean,11700,0.0505,Claude+GPT reconciled (High confidence). Ocean route EE→BR
4,EE,CA,land/rail,7200,0.0324,Kept original (data unavailable: insufficient data for EE→CA)
4,EE,CN,ocean,19500,0.0578,Claude+GPT reconciled (High confidence). Ocean route EE→CN
4,EE,JP,ocean,17500,0.059,Claude+GPT reconciled (Medium confidence). Ocean route EE→JP
4,EE,MM,ocean,12850,0.0565,Claude+GPT reconciled (Medium confidence). Ocean route EE→MM
4,EE,MY,ocean,12650,0.0497,Claude+GPT reconciled (Medium confidence). Ocean route EE→MY
4,EE,US,ocean,8000,0.0365,Claude+GPT reconciled (High confidence). Ocean route EE→US
4,JP,AU,ocean,8000,0.0388,Claude+GPT reconciled (Medium confidence). Ocean route JP→AU
4,JP,BR,ocean,18500,0.0833,Claude+GPT reconciled (High confidence). Ocean route JP→BR
4,JP,CA,ocean,7540,0.0335,Claude+GPT reconciled (Medium confidence). Ocean route JP→CA
4,JP,CN,ocean,1875,0.024,Claude+GPT reconciled (High confidence). Ocean route JP→CN
4,JP,EE,ocean,19500,0.0788,Claude+GPT reconciled (Medium confidence). Ocean route JP→EE
4,JP,MM,ocean,5250,0.034,Claude+GPT reconciled (High confidence). Ocean route JP→MM
4,JP,MY,ocean,4850,0.0303,Claude+GPT reconciled (High confidence). Ocean route JP→MY
4,JP,US,ocean,9200,0.0435,Claude+GPT reconciled (High confidence). Ocean route JP→US
4,MM,AU,ocean,6037,0.0408,Claude+GPT reconciled (Medium confidence). Ocean route MM→AU
4,MM,BR,ocean,17150,0.0735,Claude+GPT reconciled (Medium confidence). Ocean route MM→BR
4,MM,CA,ocean,12150,0.0605,Claude+GPT reconciled (Medium confidence). Ocean route MM→CA
4,MM,CN,land/rail,2300,0.0615,Claude+GPT reconciled (Medium confidence). Land/Rail route MM→CN
4,MM,EE,ocean,15650,0.0638,Claude+GPT reconciled (Medium confidence). Ocean route MM→EE
4,MM,JP,ocean,4800,0.0405,Claude+GPT reconciled (Medium confidence). Ocean route MM→JP
4,MM,MY,ocean,1850,0.0278,Claude+GPT reconciled (High confidence). Ocean route MM→MY
4,MM,US,ocean,14400,0.059,Claude+GPT reconciled (Medium confidence). Ocean route MM→US
4,MY,AU,ocean,4075,0.0308,Claude+GPT reconciled (High confidence). Ocean route MY→AU
4,MY,BR,ocean,17300,0.0754,Claude+GPT reconciled (High confidence). Ocean route MY→BR
4,MY,CA,ocean,14200,0.0538,Claude+GPT reconciled (High confidence). Ocean route MY→CA
4,MY,CN,ocean,3000,0.0265,Claude+GPT reconciled (Medium confidence). Ocean route MY→CN
4,MY,EE,ocean,11200,0.0479,Claude+GPT reconciled (High confidence). Ocean route MY→EE
4,MY,JP,ocean,4900,0.0315,Claude+GPT reconciled (High confidence). Ocean route MY→JP
4,MY,MM,ocean,1650,0.0303,Claude+GPT reconciled (High confidence). Ocean route MY→MM
4,MY,US,ocean,14250,0.0538,Claude+GPT reconciled (High confidence). Ocean route MY→US
4,US,AU,ocean,12250,0.0528,Claude+GPT reconciled (High confidence). Ocean route US→AU
4,US,BR,ocean,9200,0.042,Claude+GPT reconciled (High confidence). Ocean route US→BR
4,US,CA,coastal sea/land,1875,0.029,Claude+GPT reconciled (High confidence). Coastal Sea/Land route US→CA
4,US,CN,ocean,11650,0.043,Claude+GPT reconciled (High confidence). Ocean route US→CN
4,US,EE,ocean,8075,0.0419,Claude+GPT reconciled (High confidence). Ocean route US→EE
4,US,JP,ocean,9250,0.0435,Claude+GPT reconciled (High confidence). Ocean route US→JP
4,US,MM,ocean,14150,0.0634,Claude+GPT reconciled (Medium confidence). Ocean route US→MM
4,US,MY,ocean,13800,0.0525,Claude+GPT reconciled (High confidence). Ocean route US→MY
