time_period,loc_from,loc_to,mode,original_distance_km,original_cost_usd_per_kg,validated_distance_km,validated_cost_usd_per_kg,confidence,claude_distance_km,claude_cost_usd_per_kg,claude_confidence,claude_source,claude_reasoning,gpt_distance_km,gpt_cost_usd_per_kg,gpt_confidence,gpt_source,gpt_reasoning,gpt_search_path,reconciliation_decision,final_source,original_notes
0,CN,JP,ocean,2100,0.025,2100,0.025,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,1900,0.035,High,"Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023; industry REE ocean freight benchmarks (typical REE oxide ocean freight 0.03–0.08 USD/kg, 2022–2024)","Representative port-to-port routing for Shanghai → Yokohama (transit across the East China Sea into Tokyo Bay) yields a routed distance ~1,800–2,000 km; I estimate 1,900 km to capture coastal routing and berth approaches. Typical container/bagged REE oxide ocean freight on this short regional lane sits in the lower part of the REE benchmark range; I estimate about $0.035/kg (slightly above the model's $0.025/kg placeholder but same order of magnitude). The current model distance (2,100 km) is within the plausible range but a modest downward adjustment to ~1,900 km is more representative of common shipping track lengths; the cost should be adjusted upward to reflect market REE oxide handling and short-haul regional rates.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Japan (Yokohama); ocean; placeholder distance estimate — pending data team validation
0,CN,MM,land/rail,2200,0.025,2200,0.025,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,1600,0.045,Medium,"Freightos Baltic Index (intra‑Asia trends, 2023–2024); UNCTAD Review of Maritime Transport (2023) on short‑sea vs overland cost differentials; Asian Development Bank / World Bank regional transport studies (China–Myanmar corridors, 2020–2024)","A realistic overland route for CN→MM freight uses southern China gateways (Kunming/Nanning) to Muse/Ruili border then on to Yangon; road/rail route distances are typically 1,400–1,800 km so 1,600 km is a representative operational distance (not great‑circle). Land/rail cross‑border handling, lower payloads and poorer road/rail quality in parts of the corridor push unit costs above short‑sea rates; a mid‑range estimate of $0.045/kg (~$45/ton) captures typical rail/truck cross‑border tariffs and handling, while the model's $0.025/kg understates realistic overland costs. Confidence is medium because coastal/sea alternatives, origin node in China (Guangzhou vs Kunming vs Shanghai) and intermittent rail connectivity create notable variability.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Myanmar (Yangon); land/rail; placeholder distance estimate — pending data team validation
0,CN,MY,ocean,3200,0.025,3200,0.025,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,3200,0.03,High,Freightos Baltic Index 2024-2025; UNCTAD Review of Maritime Transport 2023; World Bank commodity freight benchmarks; industry short-sea bulk rates (2024-2025),"Representative port-to-port routing is Shanghai → South China Sea → Malacca Strait → Port Klang (~3,000–3,400 km); 3,200 km is within the industry shipping-route benchmark. Bulk REE-class ocean freight on this short regional route sits at the low end of the global bulk range (~$0.03–0.08/kg); the model's $0.025/kg is slightly optimistic so I recommend $0.030/kg as a conservative, realistic single-rate for 2025. Overall the model values are the correct order of magnitude and need only a modest upward adjustment.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Malaysia (Port Klang); ocean; placeholder distance estimate — pending data team validation
0,CN,US,ocean,9700,0.0437,9700,0.0437,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,11200,0.0485,Medium,Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2024; sea-distance port routing data (Shanghai↔Los Angeles; Shanghai↔East Coast via Panama) 2025; industry REE bulk freight benchmarks 2023-2025,"I use a weighted, route-based port-to-port average dominated by Shanghai→Los Angeles (≈10,500–10,800 km sailing) but increased to ~11,200 km to reflect a US-aggregate mix (West Coast + some Panama/Gulf/East Coast transits and hub/feeder routing). Market-observed bulk/containerised REE oxide freight sits in ~0.03–0.08 USD/kg; given 2024–25 market levels and the slightly longer effective routing, I raise the model rate modestly from 0.0437 to 0.0485 USD/kg. The model's distance (9,700 km) is an underestimate; the original cost is in the right order of magnitude but should be adjusted upward to match the longer, aggregated routing.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to United States (Los Angeles / New York); ocean; placeholder distance estimate — pending data team validation
0,EE,AU,ocean,16500,0.0742,16500,0.0742,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,16200,0.0695,Medium,"Route geometry and port-to-port routing via Suez (Tallinn/Muuga → Rotterdam feeder → Suez → Fremantle/Melbourne) estimated from standard port distances; market reference: Freightos Baltic Index (FBX) 2024–2025 container/REE freight trends, UNCTAD Review of Maritime Transport 2023–2024, World Bank commodity transport cost benchmarks (container/bulk rates), plus industry practitioner rates for REE oxides (2024–2025)","Typical routed distance from Tallinn (Muuga/Tallinn) to Australian ports via Northern Europe transshipment and the Suez Canal to Perth/Melbourne averages ~15,500–17,500 km; a midpoint port-to-port routing yields ~16,200 km. Ocean freight for REE-class oxides on long haul container/breakbulk trades sits in the ~0.03–0.08 USD/kg band; adding Baltic feeder/transshipment and long-voyage premiums results in an adjusted estimate of about 0.0695 USD/kg. The model's current values (16,500 km and 0.0742 USD/kg) are the correct order of magnitude; I lower the cost slightly based on a typical market midpoint but treat the number with medium confidence due to spot-rate volatility and modal/transshipment variability.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to Australia (Melbourne/Perth avg); ocean; placeholder distance estimate — pending data team validation
0,EE,BR,ocean,10500,0.0473,10500,0.0473,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,12400,0.06,Medium,"Calculated port-to-port great-circle + routing adjustment (Tallinn/Muuga → North Sea → transatlantic to Santos), cross-checked with Freightos/Baltic exchange and UNCTAD maritime trends (2023–2025 container/breakbulk Europe→South America rate ranges)","Typical commercial sailing goes Tallinn (Muuga) through Danish Straits into the North Sea, down the NW European coast then across the mid–South Atlantic to Santos; a realistic routed distance (allowing navigational routing vs straight-line) is ~12,400 km, ~15–20% longer than the model's 10,500 km. For REE oxides shipped containerised or breakbulk on Europe→Brazil lanes, spot-equivalent freight is commonly in the $0.03–0.08/kg band; given the long transit and handling for higher-density oxides, I estimate ~$0.06/kg. The current model cost of $0.0473/kg is the correct order of magnitude but is slightly low if the routed distance is closer to 12,000+ km, so a modest upward adjustment is recommended.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to Brazil (Santos); ocean; placeholder distance estimate — pending data team validation
0,EE,CA,land/rail,7200,0.0324,7200,0.0324,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,14000,0.065,High,UNCTAD Review of Maritime Transport 2024; Freightos Baltic Index (FBX) 2025; World Bank logistics/commodity freight analyses 2023-24,"A true land/rail shipment from Estonia to Canada is not feasible (no continuous Eurasia–North America rail link); traffic is routed by ocean. Typical sea routing from Tallinn/Muuga to Vancouver (via NW Europe and Panama or around via Atlantic/Pacific transits) is ~13,000–15,000 km — ~14,000 km is a conservative representative distance. For REE oxides (bulk, container/breakbulk) ocean freight over that distance typically runs higher than the model's land/rail placeholder: market benchmarks and FBX-derived long-haul container/bulk rates imply ~0.04–0.08 USD/kg for this long trans-ocean route; I set 0.065 USD/kg as a realistic 2025 baseline and therefore conclude the current model (7,200 km; 0.0324 USD/kg land/rail) is not reasonable and should be replaced with an ocean-based estimate.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to Canada (Vancouver); land/rail; placeholder distance estimate — pending data team validation
0,EE,CN,ocean,9000,0.0405,9000,0.0405,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,19500,0.0525,Medium,"SeaRates/SeaRoutes port-distance estimates (Tallinn/Muuga → Shanghai via English Channel & Suez, 2024); UNCTAD Review of Maritime Transport 2023; Freightos Baltic Index (FBX) 2024–2025 freight trends","Realistic maritime routing from Tallinn (Muuga) to major Chinese gateways follows Baltic → North Sea → English Channel → Suez Canal → Malacca → East China Sea, producing ~18,000–22,000 km; I use ~19,500 km as a representative port-to-port distance. Given route length, container/break-bulk handling for REE oxides, and recent freight market/bunker cost levels, a per‑kg ocean freight around $52.5/tonne (0.0525 USD/kg) is appropriate. The model's distance (9,000 km) is about half the real route and should be corrected; the model cost (0.0405 USD/kg) is slightly low for this long, intercontinental lane and is adjusted upward accordingly.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to China (Shanghai); ocean; placeholder distance estimate — pending data team validation
0,EE,JP,ocean,11500,0.0518,11500,0.0518,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,19500,0.0885,Medium,"Freightos Baltic Index (FBX) 2024; UNCTAD Review of Maritime Transport 2023; BIMCO/ICS shipping market commentary 2024 (route & rate synthesis, converted to USD/kg)","A realistic ocean route from Tallinn/Muuga to Yokohama goes from the Baltic through the Danish Straits into the North Sea, down through the English Channel and Suez Canal and across the Indian Ocean to Japan — port-to-port routing yields roughly 19,000–20,000 km (I estimate 19,500 km). Using industry benchmarks for REE-class container/bulk (0.03–0.12 USD/kg) and scaling for the long Europe→East Asia voyage plus Suez transits and handling, a realistic freight rate is higher than the model's 0.0518 USD/kg and is estimated at ~0.0885 USD/kg. The current model distance (11,500 km) and cost appear underestimated in magnitude; the revised values reflect typical long-haul Europe→Japan shipping distances and market freight levels as of 2024–2025.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to Japan (Yokohama); ocean; placeholder distance estimate — pending data team validation
0,EE,MM,ocean,11000,0.0495,11000,0.0495,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,14500,0.052,Medium,Freightos Baltic Index (FBX) 2024; UNCTAD Review of Maritime Transport 2023; World Bank sea freight and logistics guidance 2023–2024,"Typical sea routing from Tallinn (Muuga/Tallinn) to Yangon follows Baltic → North Sea → English Channel → Suez Canal → Arabian Sea → Bay of Bengal; port-to-port routed distances for Northern Europe → Myanmar are in the ~13,000–15,000 km band, so the model's 11,000 km is likely an underestimate. Using industry benchmarks (REE oxides 0.03–0.08 USD/kg for long-haul ocean) and the longer routed distance, a midpoint long-haul bulk REE rate of about 0.052 USD/kg is appropriate. Given uncertainty in exact port calls, congestion and bunker surcharges, confidence is medium. ",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to Myanmar (Yangon); ocean; placeholder distance estimate — pending data team validation
0,EE,MY,ocean,10500,0.0473,10500,0.0473,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,11500,0.0485,Medium,Freightos Baltic Index (FBX) 2024-25; UNCTAD Review of Maritime Transport 2023; BIMCO/ITF shipping cost analyses 2024; BLEECAM ocean bulk benchmark (0.02–0.12 USD/kg),"Typical port-to-port routing from Tallinn/Muuga to Port Klang follows the Danish straits → North Sea → English Channel (or via Kiel Canal) → Strait of Gibraltar → Mediterranean → Suez Canal → Indian Ocean → Strait of Malacca; aggregated port-to-port distances and published sea routing calculators yield ~11,500 km. For REE-class bulk/boxed oxide shipments this long-haul ocean leg sits in the mid-range of observed bulk/containerised REE freight rates; applying FBX/industry benchmarks gives ~0.0485 USD/kg. The model's current cost (0.0473 USD/kg) is therefore the correct order of magnitude and needs only a small upward adjustment if rounding to updated 2024–25 market levels. Confidence is medium because route distance and spot rates vary with exact port calls, transshipment choices, and current market volatility.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to Malaysia (Port Klang); ocean; placeholder distance estimate — pending data team validation
0,EE,US,ocean,7800,0.0351,7800,0.0351,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,6500,0.04,Medium,Freightos Baltic Index 2024-25; UNCTAD Review of Maritime Transport 2024; World Bank transport & trade data 2023; industry benchmark for REE oxide ocean freight (2023-2025),"Typical sea routing from Tallinn/Muuga goes through the Baltic, North Sea and English Channel then transatlantic to the US East Coast (Port of NY/NJ) — ~6,000–6,800 km port-to-port; I use 6,500 km as a representative ocean distance. Market benchmarks for REE oxides and similar bulk/containerised cargo fall in roughly $0.03–0.08/kg; given the moderate intercontinental distance and current freight markets, $0.04/kg is a realistic single-rate. The model's current cost ($0.0351/kg) is the correct order of magnitude but slightly low for typical contracted bulk/container REE shipments to the US; the model distance (7,800 km) appears high for East Coast delivery (but would be reasonable if averaged with West Coast/L.A. routings).",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Estonia (Tallinn) to United States (Los Angeles / New York); ocean; placeholder distance estimate — pending data team validation
0,JP,AU,ocean,8200,0.0369,8200,0.0369,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,8200,0.0369,High,"Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023-24; World Bank/UN commodity transport cost benchmarks (2020-2023); industry port-to-port routing (Yokohama–Melbourne ~7,800–8,200 km, Yokohama–Perth ~9,000 km) — consolidated expert assessment (2025)","Representative sea routing from Yokohama to an Australia aggregate (Melbourne/Perth average) is about 8,200 km, which sits within the model benchmark range. Bulk/containerised REE oxide freight on this mid-length Asia–Australia lane typically falls in the lower-middle of the 0.02–0.12 USD/kg band; 0.0369 USD/kg aligns with recent FBX/industry benchmarks for moderate-distance bulk/box shipments and is therefore reasonable. No change recommended.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Japan (Yokohama) to Australia (Melbourne/Perth avg); ocean; placeholder distance estimate — pending data team validation
0,JP,BR,ocean,18500,0.0833,18500,0.0833,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,18800,0.0725,Medium,Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023; World Bank / Drewry container and bulk freight summaries 2022-2024,"Typical port-to-port routing for Yokohama → Santos runs across the North Pacific, through the Panama Canal and up the South Atlantic; that routing yields ~18.5–19.0k km (18,800 km used here). Long-haul Asia→Brazil ocean freight for moderate-density REE oxides/packaged concentrates sits toward the upper half of the typical 0.03–0.08 USD/kg band, so I adjust the model cost down slightly from 0.0833 to about 0.0725 USD/kg to reflect recent FBX and Drewry long‑haul averages and the mix of container/break‑bulk handling. The distance and cost are therefore of the same order as the model but the per‑kg rate appears modestly high and is corrected accordingly.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Japan (Yokohama) to Brazil (Santos); ocean; placeholder distance estimate — pending data team validation
0,JP,CA,ocean,7700,0.0347,7700,0.0347,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,8600,0.0575,High,Port-to-port distance estimates (Searoutes / Sea-Distances / IMO routing) aggregated 2024-2025; Freight benchmarks: Freightos Baltic Index (FBX) Asia→North America West Coast 2023-2025 averages; UNCTAD Review of Maritime Transport 2023; industry container/breakbulk normalization to $/kg (2024-2025),"A realistic Yokohama→Vancouver/Prince Rupert sailing follows North Pacific great-circle lanes (~4,600–4,900 nm ≈ 8,500–9,100 km); 8,600 km is a conservative port-to-port estimate. Using recent FBX and UNCTAD benchmarks and normalizing typical Asia→WCNA container/breakbulk rates to $/kg for REE-class cargo gives ~0.04–0.08 USD/kg; I set 0.0575 USD/kg reflecting the long Pacific leg and containerization/breakbulk handling. The model's current distance (7,700 km) and cost (0.0347 USD/kg) are lower than typical industry values and are therefore adjusted upward.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Japan (Yokohama) to Canada (Vancouver); ocean; placeholder distance estimate — pending data team validation
0,JP,CN,ocean,2100,0.025,2100,0.025,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,1900,0.03,Medium,Freightos Baltic Index (FBX) 2024-25; UNCTAD Review of Maritime Transport 2023; World Bank commodity freight proxies 2021-24,"Representative port-to-port sea distances (Yokohama/Osaka to Shanghai/Tianjin/Guangzhou aggregate) average ~1,800–2,000 km; a 1,900 km single-value best represents the country-pair mix (Yokohama→Shanghai shorter, southern/northern Chinese ports longer). Market indices and industry benchmarks put REE-oxide/containerised/breakbulk short-sea rates in the ~$0.03/kg neighborhood for this distance (typical oxide ocean freight 0.03–0.08 USD/kg), so the model's $0.025/kg is slightly low but same order of magnitude. I therefore modestly increase the cost to $0.03/kg while reducing the distance from 2,100 km to 1,900 km to better reflect port-aggregated routing.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Japan (Yokohama) to China (Shanghai); ocean; placeholder distance estimate — pending data team validation
0,JP,EE,ocean,11500,0.0518,11500,0.0518,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,20000,0.0695,Medium,Freightos Baltic Index (FBX) averages 2024-2025; UNCTAD Review of Maritime Transport 2023; sea-distance routing estimates (port-to-port via Suez Canal) 2025,"Realistic commercial sailings from Yokohama to Tallinn will route from Japan through the East/South China seas, the Indian Ocean and Suez Canal then north through the North Sea and Baltic approaches — a port-to-port routing of ~20,000 km (not the ~11,500 km straight-line/placeholder). Typical REE oxide/containerised ocean freight benchmarks are ~0.03–0.08 USD/kg; given the long haul, canal transit and container handling for Estonia, a midpoint toward the upper end (~0.0695 USD/kg) is appropriate. The current cost (0.0518 USD/kg) is plausible but likely understated given the longer, Suez-route distance; final freight will vary with routing (Suez vs. seasonal Arctic), vessel type and market volatility.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Japan (Yokohama) to Estonia (Tallinn); ocean; placeholder distance estimate — pending data team validation
