time_period,source,location,material,SLCA_EF - Child labor impact (worker hour/kg),SLCA_EF - Forced labor impact (worker hour/kg),SLCA_EF - Fatal injury impact (worker hour/kg),SLCA_EF - Non-fatal injury impact (worker hour/kg),SLCA_EF - Unemployment impact (worker hour/kg)
5,ZS mining,CN,Zn_sphalerite_concentrate,9.72e-07,9.72e-06,9.72e-07,9.72e-07,
0,ZS mining,KZ,Zn_sphalerite_concentrate,8.53e-08,8.53e-06,8.53e-08,8.53e-08,
1,ZS mining,KZ,Zn_sphalerite_concentrate,8.53e-08,8.53e-06,8.53e-08,8.53e-08,
2,ZS mining,KZ,Zn_sphalerite_concentrate,8.53e-08,8.53e-06,8.53e-08,8.53e-08,
3,ZS mining,KZ,Zn_sphalerite_concentrate,8.53e-08,8.53e-06,8.53e-08,8.53e-08,
4,ZS mining,KZ,Zn_sphalerite_concentrate,8.53e-08,8.53e-06,8.53e-08,8.53e-08,
5,ZS mining,KZ,Zn_sphalerite_concentrate,8.53e-08,8.53e-06,8.53e-08,8.53e-08,
0,ZS mining,US,Zn_sphalerite_concentrate,1.59e-07,1.59e-07,1.59e-07,1.59e-05,
1,ZS mining,US,Zn_sphalerite_concentrate,1.59e-07,1.59e-07,1.59e-07,1.59e-05,
2,ZS mining,US,Zn_sphalerite_concentrate,1.59e-07,1.59e-07,1.59e-07,1.59e-05,
3,ZS mining,US,Zn_sphalerite_concentrate,1.59e-07,1.59e-07,1.59e-07,1.59e-05,
4,ZS mining,US,Zn_sphalerite_concentrate,1.59e-07,1.59e-07,1.59e-07,1.59e-05,
5,ZS mining,US,Zn_sphalerite_concentrate,1.59e-07,1.59e-07,1.59e-07,1.59e-05,
0,Zinc concentration,AU,Zn_sphalerite_concentrate,1.67e-06,1.67e-06,1.67e-06,1.67e-05,
1,Zinc concentration,AU,Zn_sphalerite_concentrate,1.67e-06,1.67e-06,1.67e-06,1.67e-05,
2,Zinc concentration,AU,Zn_sphalerite_concentrate,1.67e-06,1.67e-06,1.67e-06,1.67e-05,
3,Zinc concentration,AU,Zn_sphalerite_concentrate,1.67e-06,1.67e-06,1.67e-06,1.67e-05,
4,Zinc concentration,AU,Zn_sphalerite_concentrate,1.67e-06,1.67e-06,1.67e-06,1.67e-05,
5,Zinc concentration,AU,Zn_sphalerite_concentrate,1.67e-06,1.67e-06,1.67e-06,1.67e-05,
0,Zinc concentration,CA,Zn_sphalerite_concentrate,1.96e-07,1.96e-07,1.96e-07,1.96e-05,
1,Zinc concentration,CA,Zn_sphalerite_concentrate,1.96e-07,1.96e-07,1.96e-07,1.96e-05,
2,Zinc concentration,CA,Zn_sphalerite_concentrate,1.96e-07,1.96e-07,1.96e-07,1.96e-05,
3,Zinc concentration,CA,Zn_sphalerite_concentrate,1.96e-07,1.96e-07,1.96e-07,1.96e-05,
4,Zinc concentration,CA,Zn_sphalerite_concentrate,1.96e-07,1.96e-07,1.96e-07,1.96e-05,
5,Zinc concentration,CA,Zn_sphalerite_concentrate,1.96e-07,1.96e-07,1.96e-07,1.96e-05,
0,Zinc concentration,CN,Zn_sphalerite_concentrate,6.21e-06,6.21e-05,6.21e-06,6.21e-06,
1,Zinc concentration,CN,Zn_sphalerite_concentrate,6.21e-06,6.21e-05,6.21e-06,6.21e-06,
2,Zinc concentration,CN,Zn_sphalerite_concentrate,6.21e-06,6.21e-05,6.21e-06,6.21e-06,
3,Zinc concentration,CN,Zn_sphalerite_concentrate,6.21e-06,6.21e-05,6.21e-06,6.21e-06,
4,Zinc concentration,CN,Zn_sphalerite_concentrate,6.21e-06,6.21e-05,6.21e-06,6.21e-06,
5,Zinc concentration,CN,Zn_sphalerite_concentrate,6.21e-06,6.21e-05,6.21e-06,6.21e-06,
0,Zinc concentration,JP,Zn_sphalerite_concentrate,7.87e-07,7.87e-07,7.87e-07,7.87e-07,
1,Zinc concentration,JP,Zn_sphalerite_concentrate,7.87e-07,7.87e-07,7.87e-07,7.87e-07,
2,Zinc concentration,JP,Zn_sphalerite_concentrate,7.87e-07,7.87e-07,7.87e-07,7.87e-07,
3,Zinc concentration,JP,Zn_sphalerite_concentrate,7.87e-07,7.87e-07,7.87e-07,7.87e-07,
4,Zinc concentration,JP,Zn_sphalerite_concentrate,7.87e-07,7.87e-07,7.87e-07,7.87e-07,
5,Zinc concentration,JP,Zn_sphalerite_concentrate,7.87e-07,7.87e-07,7.87e-07,7.87e-07,
0,Zinc concentration,KR,Zn_sphalerite_concentrate,1.31e-06,1.31e-06,1.31e-06,1.31e-06,
1,Zinc concentration,KR,Zn_sphalerite_concentrate,1.31e-06,1.31e-06,1.31e-06,1.31e-06,
2,Zinc concentration,KR,Zn_sphalerite_concentrate,1.31e-06,1.31e-06,1.31e-06,1.31e-06,
3,Zinc concentration,KR,Zn_sphalerite_concentrate,1.31e-06,1.31e-06,1.31e-06,1.31e-06,
4,Zinc concentration,KR,Zn_sphalerite_concentrate,1.31e-06,1.31e-06,1.31e-06,1.31e-06,
5,Zinc concentration,KR,Zn_sphalerite_concentrate,1.31e-06,1.31e-06,1.31e-06,1.31e-06,
0,Zinc concentration,KZ,Zn_sphalerite_concentrate,5.45e-07,5.45e-05,5.45e-07,5.45e-07,
1,Zinc concentration,KZ,Zn_sphalerite_concentrate,5.45e-07,5.45e-05,5.45e-07,5.45e-07,
2,Zinc concentration,KZ,Zn_sphalerite_concentrate,5.45e-07,5.45e-05,5.45e-07,5.45e-07,
3,Zinc concentration,KZ,Zn_sphalerite_concentrate,5.45e-07,5.45e-05,5.45e-07,5.45e-07,
4,Zinc concentration,KZ,Zn_sphalerite_concentrate,5.45e-07,5.45e-05,5.45e-07,5.45e-07,
5,Zinc concentration,KZ,Zn_sphalerite_concentrate,5.45e-07,5.45e-05,5.45e-07,5.45e-07,
0,Zinc concentration,US,Zn_sphalerite_concentrate,1.01e-06,1.01e-06,1.01e-06,0.000101438,
1,Zinc concentration,US,Zn_sphalerite_concentrate,1.01e-06,1.01e-06,1.01e-06,0.000101438,
2,Zinc concentration,US,Zn_sphalerite_concentrate,1.01e-06,1.01e-06,1.01e-06,0.000101438,
3,Zinc concentration,US,Zn_sphalerite_concentrate,1.01e-06,1.01e-06,1.01e-06,0.000101438,
4,Zinc concentration,US,Zn_sphalerite_concentrate,1.01e-06,1.01e-06,1.01e-06,0.000101438,
5,Zinc concentration,US,Zn_sphalerite_concentrate,1.01e-06,1.01e-06,1.01e-06,0.000101438,
0,Zinc smelting/refining,CN,ZLR_Zn_residue,1.43e-05,0.000142653,1.43e-05,1.43e-05,
1,Zinc smelting/refining,CN,ZLR_Zn_residue,1.43e-05,0.000142653,1.43e-05,1.43e-05,
2,Zinc smelting/refining,CN,ZLR_Zn_residue,1.43e-05,0.000142653,1.43e-05,1.43e-05,
3,Zinc smelting/refining,CN,ZLR_Zn_residue,1.43e-05,0.000142653,1.43e-05,1.43e-05,
4,Zinc smelting/refining,CN,ZLR_Zn_residue,1.43e-05,0.000142653,1.43e-05,1.43e-05,
5,Zinc smelting/refining,CN,ZLR_Zn_residue,1.43e-05,0.000142653,1.43e-05,1.43e-05,
0,Zinc smelting/refining,JP,ZLR_Zn_residue,1.08e-06,1.08e-06,1.08e-06,1.08e-06,
1,Zinc smelting/refining,JP,ZLR_Zn_residue,1.08e-06,1.08e-06,1.08e-06,1.08e-06,
2,Zinc smelting/refining,JP,ZLR_Zn_residue,1.08e-06,1.08e-06,1.08e-06,1.08e-06,
3,Zinc smelting/refining,JP,ZLR_Zn_residue,1.08e-06,1.08e-06,1.08e-06,1.08e-06,
4,Zinc smelting/refining,JP,ZLR_Zn_residue,1.08e-06,1.08e-06,1.08e-06,1.08e-06,
5,Zinc smelting/refining,JP,ZLR_Zn_residue,1.08e-06,1.08e-06,1.08e-06,1.08e-06,
0,Zinc smelting/refining,KR,ZLR_Zn_residue,1.8e-06,1.8e-06,1.8e-06,1.8e-06,
1,Zinc smelting/refining,KR,ZLR_Zn_residue,1.8e-06,1.8e-06,1.8e-06,1.8e-06,
2,Zinc smelting/refining,KR,ZLR_Zn_residue,1.8e-06,1.8e-06,1.8e-06,1.8e-06,
3,Zinc smelting/refining,KR,ZLR_Zn_residue,1.8e-06,1.8e-06,1.8e-06,1.8e-06,
4,Zinc smelting/refining,KR,ZLR_Zn_residue,1.8e-06,1.8e-06,1.8e-06,1.8e-06,
5,Zinc smelting/refining,KR,ZLR_Zn_residue,1.8e-06,1.8e-06,1.8e-06,1.8e-06,
0,Zinc smelting/refining,US,ZLR_Zn_residue,4.58e-07,4.58e-07,4.58e-07,4.58e-05,
1,Zinc smelting/refining,US,ZLR_Zn_residue,4.58e-07,4.58e-07,4.58e-07,4.58e-05,
2,Zinc smelting/refining,US,ZLR_Zn_residue,4.58e-07,4.58e-07,4.58e-07,4.58e-05,
3,Zinc smelting/refining,US,ZLR_Zn_residue,4.58e-07,4.58e-07,4.58e-07,4.58e-05,
4,Zinc smelting/refining,US,ZLR_Zn_residue,4.58e-07,4.58e-07,4.58e-07,4.58e-05,
5,Zinc smelting/refining,US,ZLR_Zn_residue,4.58e-07,4.58e-07,4.58e-07,4.58e-05,
